index,id,title,overview,release_date,popularity,vote_average,vote_count
8061,335796,Ouija: Origin of Evil,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.",2016-10-20,5.7048,6.2,2659
8062,49520,The Change-Up,"Lifelong friends Dave and Mitch are envious of the other's life. Mitch thinks Dave has it all: a beautiful, loving family and a high-paying job at a prestigious law firm. But Dave thinks Mitch’s stress-free playboy life without obligation or consequence is the real dream come true. One fateful drunken night, they both admit that they wish they had the other’s life while peeing in a fountain when lightning strikes. The next morning, they wake up, hungover, in each other’s bodies! With time not on their side, Mitch and Dave comically struggle to avoid completely destroying each other’s lives before they can find a way to get their old ones back.",2011-08-05,9.0445,6.16,3014
8063,11896,Throw Momma from the Train,"Larry Donner, an author with a cruel ex-wife, teaches a writing workshop in which one of his students, Owen, is fed up with his domineering mother. When Owen watches a Hitchcock classic that seems to mirror his own life, he decides to put the movie's plot into action and offers to kill Larry's ex-wife, if Larry promises to murder his mom. Before Larry gets a chance to react to the plan, it seems that Owen has already set things in motion.",1987-12-11,3.8733,6.16,667
8064,9899,The Producers,"A conniving Broadway producer and his meek accountant plan to profit from charming wealthy old biddies to invest in an overbudget production, and then put on a sure-fire disaster, so nobody will ask for their money back — and what's more disastrous than a tasteless musical celebrating Adolf Hitler.",2005-12-25,3.9147,6.16,522
8065,9506,Anger Management,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",2003-04-11,8.9915,6.16,3503
8066,9257,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",2003-08-08,7.4143,6.16,2753
8067,178915,Welcome Mr. President!,"In a small mountain village lives a man with a challenging name, Giuseppe Garibaldi (one of Italy's ""fathers of the fatherland""), but everybody call him with the nickname Peppino. Love fishing, the company of friends, the library where he works as a precarious employee. He is an optimistic person even if his child accuse him of being a wannabe. One day, due to a mess of politicians, an amazing thing happens: Peppino is mistakenly elected President of the Italian Republic. Pulled out from his quiet life, is to play a role for which he knows he is obviously inappropriate, but his common sense and his instinctive gestures are incredibly effective, except for the etiquette, for which he is in trouble. The inflexible and fascinating Deputy Secretary General of the Presidency of the Republic, Janis Clementi, is anxious to no avail in an attempt to regulate the unpredictable actions of the President...",2013-03-21,1.0242,6.159,710
8068,11286,The Cannonball Run,"A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run.",1981-06-19,5.8898,6.2,709
8069,10468,28 Days,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction.",2000-04-06,5.4409,6.159,1104
8070,8592,Dick Tracy,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,1990-06-15,7.1259,6.159,1067
8071,7342,Carrie,"An awkward, telekinetic teenage girl's lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom, she unleashes a horrifying chaos on everyone, leaving nothing but destruction in her wake.",2002-11-04,3.7245,6.159,566
8072,77930,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",2012-06-28,6.6563,6.158,3117
8073,18360,Night at the Museum: Battle of the Smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",2009-05-20,10.331,6.158,7369
8074,11015,The Relic,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,1997-01-10,7.3289,6.158,643
8075,721625,Songbird,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara.",2020-12-10,5.0711,6.157,795
8076,253835,Los Bandoleros,The film tells the back story about the characters and events leading up to the explosive oil truck heist in Fast &amp; Furious.,2009-07-28,0.2037,6.157,386
8077,31359,Would I Lie to You? 2,"Eddie, Dov, and Yvan are back, still working in Paris' Sentier textile district, This time they're confronting the high-stakes world of large distribution after striking a deal with Eurodiscount, a European hypermarket chain.",2001-02-07,1.186,6.157,414
8078,1809,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002-10-11,3.6906,6.2,620
8079,335777,The Nut Job 2: Nutty by Nature,"When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.",2017-08-11,6.6572,6.156,477
8080,59570,Escort in Love,"35-year-old Alice has a husband and a son. Her life seems a beautiful dream, but it soon turns out to be a nightmare. Her husband  dies in a car accident and her lawyer tells her that she is on her uppers. The only way she has to earn money in a short time is by resorting to the oldest job in history.",2011-03-18,1.6611,6.156,644
8081,55779,Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011-08-12,11.9369,6.156,4161
8082,9641,Cheaper by the Dozen 2,"The Baker family, while on vacation, find themselves in competition with a rival family of eight children.",2005-12-21,6.0723,6.156,2116
8083,8067,A Life Less Ordinary,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees herself, she stays with Robert for thrills. O'Reilly and Jackson pursue, hoping to unite the prospective lovers.",1997-10-24,3.3287,6.156,502
